שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),משך זהירת שמש(דקות)
ירושלים מרכז                                      ,6771,01-10-2012,30.0,23.7,-
ירושלים מרכז                                      ,6771,02-10-2012,32.7,22.6,-
ירושלים מרכז                                      ,6771,03-10-2012,27.7,19.4,-
ירושלים מרכז                                      ,6771,04-10-2012,26.9,17.9,-
ירושלים מרכז                                      ,6771,05-10-2012,27.3,17.8,-
ירושלים מרכז                                      ,6771,06-10-2012,26.5,17.6,-
ירושלים מרכז                                      ,6771,07-10-2012,26.5,17.1,-
ירושלים מרכז                                      ,6771,08-10-2012,23.7,16.8,-
ירושלים מרכז                                      ,6771,09-10-2012,27.0,17.4,-
ירושלים מרכז                                      ,6771,10-10-2012,27.4,18.0,-
ירושלים מרכז                                      ,6771,11-10-2012,27.0,18.6,-
ירושלים מרכז                                      ,6771,12-10-2012,28.3,18.2,-
ירושלים מרכז                                      ,6771,13-10-2012,30.2,19.9,-
ירושלים מרכז                                      ,6771,14-10-2012,28.1,17.8,-
ירושלים מרכז                                      ,6771,15-10-2012,31.7,19.8,-
ירושלים מרכז                                      ,6771,16-10-2012,34.4,22.8,-
ירושלים מרכז                                      ,6771,17-10-2012,33.1,21.7,-
ירושלים מרכז                                      ,6771,18-10-2012,32.5,22.7,-
ירושלים מרכז                                      ,6771,19-10-2012,31.9,21.8,-
ירושלים מרכז                                      ,6771,20-10-2012,29.8,21.1,-
ירושלים מרכז                                      ,6771,21-10-2012,28.2,20.3,-
ירושלים מרכז                                      ,6771,22-10-2012,25.6,18.1,-
ירושלים מרכז                                      ,6771,23-10-2012,26.6,17.3,-
ירושלים מרכז                                      ,6771,24-10-2012,25.9,18.0,-
ירושלים מרכז                                      ,6771,25-10-2012,23.0,16.4,-
ירושלים מרכז                                      ,6771,26-10-2012,22.6,16.0,-
ירושלים מרכז                                      ,6771,27-10-2012,23.4,14.8,-
ירושלים מרכז                                      ,6771,28-10-2012,25.1,16.3,-
ירושלים מרכז                                      ,6771,29-10-2012,28.0,18.2,-
ירושלים מרכז                                      ,6771,30-10-2012,29.0,19.6,-
ירושלים מרכז                                      ,6771,31-10-2012,29.4,20.1,-
ירושלים מרכז                                      ,6771,01-11-2012,30.5,22.2,-
ירושלים מרכז                                      ,6771,02-11-2012,30.0,21.6,-
ירושלים מרכז                                      ,6771,03-11-2012,28.8,21.8,-
ירושלים מרכז                                      ,6771,04-11-2012,28.6,19.8,-
ירושלים מרכז                                      ,6771,05-11-2012,27.2,-,-
ירושלים מרכז                                      ,6771,06-11-2012,27.8,19.4,-
ירושלים מרכז                                      ,6771,07-11-2012,27.5,18.8,-
ירושלים מרכז                                      ,6771,08-11-2012,26.7,16.5,-
ירושלים מרכז                                      ,6771,09-11-2012,19.5,15.8,-
ירושלים מרכז                                      ,6771,10-11-2012,18.5,12.9,-
ירושלים מרכז                                      ,6771,11-11-2012,15.8,11.8,-
ירושלים מרכז                                      ,6771,12-11-2012,16.4,11.4,-
ירושלים מרכז                                      ,6771,13-11-2012,17.7,11.6,-
ירושלים מרכז                                      ,6771,14-11-2012,19.9,13.2,-
ירושלים מרכז                                      ,6771,15-11-2012,20.8,13.0,-
ירושלים מרכז                                      ,6771,16-11-2012,21.3,13.8,-
ירושלים מרכז                                      ,6771,17-11-2012,21.6,14.6,-
ירושלים מרכז                                      ,6771,18-11-2012,22.1,15.6,-
ירושלים מרכז                                      ,6771,19-11-2012,20.3,14.4,-
ירושלים מרכז                                      ,6771,20-11-2012,21.3,13.2,-
ירושלים מרכז                                      ,6771,21-11-2012,20.9,13.4,-
ירושלים מרכז                                      ,6771,22-11-2012,20.3,14.8,-
ירושלים מרכז                                      ,6771,23-11-2012,15.3,11.9,-
ירושלים מרכז                                      ,6771,24-11-2012,16.5,12.0,-
ירושלים מרכז                                      ,6771,25-11-2012,17.5,11.2,-
ירושלים מרכז                                      ,6771,26-11-2012,18.4,10.8,-
ירושלים מרכז                                      ,6771,27-11-2012,16.9,11.3,-
ירושלים מרכז                                      ,6771,28-11-2012,20.2,12.2,-
ירושלים מרכז                                      ,6771,29-11-2012,20.7,12.0,-
ירושלים מרכז                                      ,6771,30-11-2012,22.0,13.2,-
ירושלים מרכז                                      ,6771,01-12-2012,22.9,13.9,-
ירושלים מרכז                                      ,6771,02-12-2012,22.1,14.6,-
ירושלים מרכז                                      ,6771,03-12-2012,23.7,14.8,-
ירושלים מרכז                                      ,6771,04-12-2012,19.0,12.0,-
ירושלים מרכז                                      ,6771,05-12-2012,12.7,10.3,-
ירושלים מרכז                                      ,6771,06-12-2012,14.0,9.6,-
ירושלים מרכז                                      ,6771,07-12-2012,15.9,9.9,-
ירושלים מרכז                                      ,6771,08-12-2012,13.4,9.5,-
ירושלים מרכז                                      ,6771,09-12-2012,17.7,10.5,-
ירושלים מרכז                                      ,6771,10-12-2012,15.3,10.3,-
ירושלים מרכז                                      ,6771,11-12-2012,11.2,5.2,-
ירושלים מרכז                                      ,6771,12-12-2012,15.5,8.4,-
ירושלים מרכז                                      ,6771,13-12-2012,12.6,8.9,-
ירושלים מרכז                                      ,6771,14-12-2012,13.1,9.1,-
ירושלים מרכז                                      ,6771,15-12-2012,14.5,8.2,-
ירושלים מרכז                                      ,6771,16-12-2012,13.0,7.0,-
ירושלים מרכז                                      ,6771,17-12-2012,14.9,7.9,-
ירושלים מרכז                                      ,6771,18-12-2012,17.1,9.1,-
ירושלים מרכז                                      ,6771,19-12-2012,15.8,11.0,-
ירושלים מרכז                                      ,6771,20-12-2012,13.0,8.3,-
ירושלים מרכז                                      ,6771,21-12-2012,9.1,5.2,-
ירושלים מרכז                                      ,6771,22-12-2012,13.4,7.1,-
ירושלים מרכז                                      ,6771,23-12-2012,16.3,8.5,-
ירושלים מרכז                                      ,6771,24-12-2012,-,9.6,-
ירושלים מרכז                                      ,6771,25-12-2012,12.7,9.2,-
ירושלים מרכז                                      ,6771,26-12-2012,14.8,9.6,-
ירושלים מרכז                                      ,6771,27-12-2012,14.3,8.3,-
ירושלים מרכז                                      ,6771,28-12-2012,16.5,9.1,-
ירושלים מרכז                                      ,6771,29-12-2012,15.6,8.6,-
ירושלים מרכז                                      ,6771,30-12-2012,15.1,8.6,-
ירושלים מרכז                                      ,6771,31-12-2012,15.9,8.5,-
ירושלים מרכז                                      ,6771,01-01-2013,15.5,9.1,-
